list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
56,2026-06-26,Manimanjari (Kannada),Manimanjari Kannada 26th June 2026,L5zlOOCe7lQ,https://www.youtube.com/watch?v=L5zlOOCe7lQ,34.5,99,streams,48
57,2026-06-26,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 26th June 2026,EAwdujcfMLg,https://www.youtube.com/watch?v=EAwdujcfMLg,40.0,27,streams,49
58,2026-06-24,Manimanjari (Kannada),Manimanjari Kannada 24th June 2026,EdbYS0IPZk8,https://www.youtube.com/watch?v=EdbYS0IPZk8,38.5,233,streams,50
59,2026-06-23,Manimanjari (Kannada),Manimanjari Kannada 23rd June 2026,s_J_fbSbGaY,https://www.youtube.com/watch?v=s_J_fbSbGaY,38.8,145,streams,51
60,2026-06-23,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day59 23rd June 2026,6E8G_Utjs8w,https://www.youtube.com/watch?v=6E8G_Utjs8w,25.6,38,streams,52
61,2026-06-21,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day 58 -21st June 2026,65PV5kaMZTQ,https://www.youtube.com/watch?v=65PV5kaMZTQ,40.4,64,streams,53
62,2026-06-20,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day57 20th June 2026,G4hE7Z4UMCk,https://www.youtube.com/watch?v=G4hE7Z4UMCk,36.9,78,streams,54
63,2026-06-09,Manimanjari (Kannada),Manimanjari kannada Day24 !9th June 2026,W0I6bA_eWX8,https://www.youtube.com/watch?v=W0I6bA_eWX8,31.7,109,streams,55
64,2026-06-19,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 19th June Day 57,CLMIKfnetp4,https://www.youtube.com/watch?v=CLMIKfnetp4,32.9,84,streams,56
65,2026-06-18,Manimanjari (Kannada),Manimanjari Kannada Day 24 -18th June 2026,YCD3x5tg7hc,https://www.youtube.com/watch?v=YCD3x5tg7hc,34.0,166,streams,57
66,2026-06-17,Manimanjari (Kannada),"Manimanjari Kannada Day 23 , 17th June 2026",KFOMIgqsj7Q,https://www.youtube.com/watch?v=KFOMIgqsj7Q,38.5,193,streams,58
67,2026-05-28,Manimanjari (Kannada),manimanjari Day 22-28th May 2026,sNepLgLpJYo,https://www.youtube.com/watch?v=sNepLgLpJYo,24.6,14,streams,59
68,2026-05-25,Manimanjari (Kannada),Manimanjari Day21 - 25May2026,0w2WgLVyHtc,https://www.youtube.com/watch?v=0w2WgLVyHtc,23.7,25,streams,60
69,2026-05-23,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 23rd May 2026,XTBk0wjF740,https://www.youtube.com/watch?v=XTBk0wjF740,27.2,61,streams,61
70,2026-05-22,Manimanjari (Kannada),Manimanjari kannada Day20 - 22nd May 2026,64iSquskqWs,https://www.youtube.com/watch?v=64iSquskqWs,33.1,84,streams,62
71,2026-05-21,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 21st May 2026,pMmYdPtBWPo,https://www.youtube.com/watch?v=pMmYdPtBWPo,30.7,67,streams,63
72,2026-05-20,Manimanjari (Kannada),Manimanjari Day20 -20th May 2026,rdlM7R582Rk,https://www.youtube.com/watch?v=rdlM7R582Rk,20.0,26,streams,64
73,2026-05-18,Manimanjari (Kannada),manimanjariDay19-18th May 2026,yJJaATuKaoI,https://www.youtube.com/watch?v=yJJaATuKaoI,38.0,25,streams,65
74,2026-05-15,Manimanjari (Kannada),"Manimanjari Kannada Day 18 ,15th May 2026",dB5UzyLVDfM,https://www.youtube.com/watch?v=dB5UzyLVDfM,36.1,114,streams,66
75,2026-05-11,Manimanjari (Kannada),Manimanjari Day17 -11th May 2026,JO5h6XrwrEo,https://www.youtube.com/watch?v=JO5h6XrwrEo,27.7,51,streams,67
76,2026-05-08,Manimanjari (Kannada),Manimanjari Day 16 -May 8th 2026,mGqBuSw7PBw,https://www.youtube.com/watch?v=mGqBuSw7PBw,36.2,36,streams,68
77,2026-05-08,Sumadhwavijaya (Marathi),Sumadhwavijaya marathi-8th May2026,db_r2gjxfqc,https://www.youtube.com/watch?v=db_r2gjxfqc,34.9,25,streams,69
78,2026-05-07,Manimanjari (Kannada),Manimanjari kannada day15- 7th May 2026,LLu_mfsahpE,https://www.youtube.com/watch?v=LLu_mfsahpE,35.1,112,streams,70
79,2026-05-07,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 7th May 2026,ubSWIGudwxA,https://www.youtube.com/watch?v=ubSWIGudwxA,33.7,36,streams,71
80,2026-05-06,Manimanjari (Kannada),Manimanjari Kannada Day 14 6th May 2026,kXzNg7jP53A,https://www.youtube.com/watch?v=kXzNg7jP53A,31.1,144,streams,72
81,2026-05-05,Manimanjari (Kannada),Manimanjari Kannada Day 13 5th May,UJtZ5ivSG0A,https://www.youtube.com/watch?v=UJtZ5ivSG0A,36.7,86,streams,73
82,2026-04-25,Bhagavata Saroddhara,Day 94 Bhagavata Saroddhara -25/Apr/2026 - बिम्बोपासकगुरुप्राप्ति - 210-211-by Sri Vijayananda,XKxw1zmQvck,https://www.youtube.com/watch?v=XKxw1zmQvck,56.5,38,videos,9
83,2026-04-18,Bhagavata Saroddhara,Day 93 Bhagavata Saroddhara -18/Apr/2026 - बिम्बोपासकगुरुप्राप्ति - 209-by Sri Vijayananda,BwNHv5MNxTI,https://www.youtube.com/watch?v=BwNHv5MNxTI,61.5,19,videos,10
84,2026-04-11,Bhagavata Saroddhara,Day 92 Bhagavata Saroddhara -11/Apr/2026 - ध्यानप्रकरण - 204-208-by Sri Vijayananda,V7vb6ja5MIk,https://www.youtube.com/watch?v=V7vb6ja5MIk,60.4,16,videos,11
85,2026-04-04,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 4th April 2026,k5i2GIR8TOI,https://www.youtube.com/watch?v=k5i2GIR8TOI,41.5,34,streams,74
86,2026-05-01,Manimanjari (Kannada),Manimanjari Day12 1st May 2026,oj53rw9ZXnU,https://www.youtube.com/watch?v=oj53rw9ZXnU,36.0,41,streams,75
87,2026-04-30,Manimanjari (Kannada),"manimanjari Kannada day11 ,30th April2026",7PBzucxbrp8,https://www.youtube.com/watch?v=7PBzucxbrp8,27.3,82,streams,76
88,2026-04-29,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 29th April 2026,QXRpcQ2pnI8,https://www.youtube.com/watch?v=QXRpcQ2pnI8,34.6,41,streams,77
89,2026-04-28,Manimanjari (Kannada),Manimanjari Kannada Day10-28th April 2026,maBE8ieOFx4,https://www.youtube.com/watch?v=maBE8ieOFx4,33.4,191,streams,78
90,2026-04-28,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 28th April 2026,KQdRv6OB0O8,https://www.youtube.com/watch?v=KQdRv6OB0O8,34.2,62,streams,79
91,2026-04-21,Manimanjari (Kannada),Manimanjari Kannada Day9 -21st April 2026,qpVwA3rD70I,https://www.youtube.com/watch?v=qpVwA3rD70I,37.6,130,streams,80
92,2026-04-21,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 21st April 2026,0DQWgLUzVno,https://www.youtube.com/watch?v=0DQWgLUzVno,34.6,61,streams,81
93,2026-04-20,Manimanjari (Kannada),Manimanjari Kannada Day8- 20th April 2026,IdESzpzXaFc,https://www.youtube.com/watch?v=IdESzpzXaFc,32.8,53,streams,82
94,2026-04-20,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 20th April 2026,DR2iJ5YryVc,https://www.youtube.com/watch?v=DR2iJ5YryVc,46.8,54,streams,83
95,2026-04-17,Manimanjari (Kannada),Manimanjari Kannada Day7- 17th April 2026,i1qin5cZL_w,https://www.youtube.com/watch?v=i1qin5cZL_w,27.7,108,streams,84
96,2026-04-17,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 17th April 2026,f7bDXeC7v0I,https://www.youtube.com/watch?v=f7bDXeC7v0I,44.2,56,streams,85
97,2026-04-16,Manimanjari (Kannada),Manimanjari day6-16th April 2026,6xq3w2O0vWg,https://www.youtube.com/watch?v=6xq3w2O0vWg,30.7,96,streams,86
98,2026-04-16,Sumadhwavijaya (Marathi),Sumadhwavijaya marathi 16th April 2026,kiAgKVjVeyo,https://www.youtube.com/watch?v=kiAgKVjVeyo,38.6,58,streams,87
99,2026-04-10,Manimanjari (Kannada),Manimanjari Kannada- Day5 -10th April,8isrt9ldeQo,https://www.youtube.com/watch?v=8isrt9ldeQo,32.8,72,streams,88
100,2026-04-10,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 10th April 2026,vL_jFUP5gBg,https://www.youtube.com/watch?v=vL_jFUP5gBg,40.3,41,streams,89
101,2026-04-09,Manimanjari (Kannada),manimanjari kannada Day4-9th April 2026,Au1VPWNlbIE,https://www.youtube.com/watch?v=Au1VPWNlbIE,31.5,128,streams,90
102,2026-04-09,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 9th April2026,MIYTKmEVcSI,https://www.youtube.com/watch?v=MIYTKmEVcSI,35.0,40,streams,91
103,2026-04-06,Manimanjari (Kannada),Manimanjari Kannada Day3 6th April 2026,ymqPqSX25lQ,https://www.youtube.com/watch?v=ymqPqSX25lQ,32.9,160,streams,92
104,2026-04-06,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 6th April 2026,IiedKe97GC4,https://www.youtube.com/watch?v=IiedKe97GC4,36.5,57,streams,93
105,2026-04-04,Manimanjari (Kannada),Manimanjari Kannada day2-4th April2026,S8cSAvPApHI,https://www.youtube.com/watch?v=S8cSAvPApHI,35.3,121,streams,94
106,2026-04-04,Bhagavata Saroddhara,Day 91 Bhagavata Saroddhara -04/Apr/2026 - ध्यानप्रकरण - 202-204-by Sri Vijayananda,6AJTYdISC80,https://www.youtube.com/watch?v=6AJTYdISC80,48.5,13,videos,12
107,2026-04-03,Manimanjari (Kannada),Manimanjari Kannada Day1-3rd April2026,EU5sh0Pij3c,https://www.youtube.com/watch?v=EU5sh0Pij3c,34.0,249,streams,95
108,2026-04-03,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 3rd April 2026,zHuxBF-HqKg,https://www.youtube.com/watch?v=zHuxBF-HqKg,47.0,53,streams,96
109,2026-04-02,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 2nd April 2026,WjPUJVYJOSc,https://www.youtube.com/watch?v=WjPUJVYJOSc,49.9,49,streams,97
110,2026-04-02,Sandhyavandana Satsanga,Sandhyavandana Satsanga Kondapur,2pgCytAh2EM,https://www.youtube.com/watch?v=2pgCytAh2EM,61.0,81,streams,98
111,2026-03-31,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 31March 2026,1dhfiOAAKFo,https://www.youtube.com/watch?v=1dhfiOAAKFo,42.9,35,streams,99
112,2026-03-30,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 30th March 2026,PQmiLLyTPWY,https://www.youtube.com/watch?v=PQmiLLyTPWY,43.0,46,streams,100
113,2026-03-27,Satyadhyana/Satyagnana Teertha Charitra,SriSatyadhyana Teertha Jeevan Charitra Mahima in Marathi-27thMarch 2026,B90eM1suC0k,https://www.youtube.com/watch?v=B90eM1suC0k,64.2,110,streams,101
114,2026-03-26,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 26th March 2026,3hd-ev3xj78,https://www.youtube.com/watch?v=3hd-ev3xj78,49.6,27,streams,102
115,2026-03-25,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 25th March 2026,dFlWoBARqMc,https://www.youtube.com/watch?v=dFlWoBARqMc,38.7,45,streams,103
116,2026-03-24,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 24th March 2026,jMYvVTZvoG0,https://www.youtube.com/watch?v=jMYvVTZvoG0,37.8,27,streams,104
117,2026-03-21,Bhagavata Saroddhara,Day 90 Bhagavata Saroddhara -21/Mar/2026 - ध्यानप्रकरण - 200-201-by Sri Vijayananda,r4YTKQT4qHQ,https://www.youtube.com/watch?v=r4YTKQT4qHQ,56.3,21,videos,13
118,2026-03-19,Panchanga Shravana,Parabhavanama Samvatsara Panchanga Shravana 19thMarch2026,VaPhnntvDcY,https://www.youtube.com/watch?v=VaPhnntvDcY,72.3,459,streams,105
119,2026-03-18,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 18th March 2026,HHIN6p1jkXo,https://www.youtube.com/watch?v=HHIN6p1jkXo,47.9,34,streams,106
120,2026-03-17,Sumadhwavijaya (Marathi),SuMadhwavijaya Marathi 17th March 2026,nNFaNi1uGsQ,https://www.youtube.com/watch?v=nNFaNi1uGsQ,44.6,60,streams,107
121,2026-03-16,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 16thMarch 2026,Q79MOVLL1Yw,https://www.youtube.com/watch?v=Q79MOVLL1Yw,49.4,166,streams,108
122,2026-03-13,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 13th March 2026,Mp0ACSJMa8E,https://www.youtube.com/watch?v=Mp0ACSJMa8E,47.2,87,streams,109
123,2026-03-12,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 12th March 2026,MLfnmtfdkPk,https://www.youtube.com/watch?v=MLfnmtfdkPk,32.0,69,streams,110
124,2026-03-12,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 12th March 2026,HDMGNTxcM-0,https://www.youtube.com/watch?v=HDMGNTxcM-0,1.2,17,streams,111
125,2026-03-11,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 11thMarch 2026,uylBRtKr8Iw,https://www.youtube.com/watch?v=uylBRtKr8Iw,43.1,38,streams,112
126,2026-03-10,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 10th March 2026,IVxD2IQk9mM,https://www.youtube.com/watch?v=IVxD2IQk9mM,41.9,40,streams,113
127,2026-03-06,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 6th March 2026,6rMUX6KJs3A,https://www.youtube.com/watch?v=6rMUX6KJs3A,42.2,40,streams,114
128,2026-03-06,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 6th March 2026,myl5uD4urNc,https://www.youtube.com/watch?v=myl5uD4urNc,0.8,10,streams,115
129,2026-03-05,Sumadhwavijaya (Marathi),SuMadhwavijaya Marathi 5th March 2026,Z2T1TnZs2_k,https://www.youtube.com/watch?v=Z2T1TnZs2_k,48.2,38,streams,116
130,2026-03-04,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 4th March 2026,ijDQnbqGIhY,https://www.youtube.com/watch?v=ijDQnbqGIhY,41.3,29,streams,117
131,2026-03-02,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 2nd March 2026,oS2i-l6IOLc,https://www.youtube.com/watch?v=oS2i-l6IOLc,41.6,81,streams,118
132,2026-03-01,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 1st March 2026,ZzV4Xm-Sf-o,https://www.youtube.com/watch?v=ZzV4Xm-Sf-o,67.6,71,streams,119
133,2026-02-28,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 28th Feb 2026,YoOzsbo5QHY,https://www.youtube.com/watch?v=YoOzsbo5QHY,58.3,58,streams,120
134,2026-02-28,Bhagavata Saroddhara,Day 89 Bhagavata Saroddhara -28/Feb/2026 - ध्यानप्रकरण - 200-by Sri Vijayananda,07bG8qC_9Z8,https://www.youtube.com/watch?v=07bG8qC_9Z8,64.3,18,videos,14
135,2026-02-26,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 26th Feb 2026,Vc88VIufL0E,https://www.youtube.com/watch?v=Vc88VIufL0E,30.6,79,streams,121
136,2026-02-23,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 23rd Feb 2026,yMU-MljIpdw,https://www.youtube.com/watch?v=yMU-MljIpdw,46.2,72,streams,122
137,2026-02-22,Sumadhwavijaya (Marathi),SuMadhwavijaya Marathi 22nd Feb 2026,gjYGAw1RIKI,https://www.youtube.com/watch?v=gjYGAw1RIKI,62.3,110,streams,123
138,2026-02-21,Bhagavata Saroddhara,Day 88 Bhagavata Saroddhara -21/Feb/2026 - देहप्रशंसाप्रकरणम् - 193-195-by Sri Vijayananda,ii0QjNPGLVE,https://www.youtube.com/watch?v=ii0QjNPGLVE,62.5,31,videos,15
139,2026-02-14,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 14th Feb 2026,8o37Mxf-62U,https://www.youtube.com/watch?v=8o37Mxf-62U,51.6,45,streams,124
140,2026-02-14,Bhagavata Saroddhara,Day 87 Bhagavata Saroddhara -14/Feb/2026 - कालप्रशंसाप्रकरणम् - 191-192-by Sri Vijayananda,RzUsRaUba-A,https://www.youtube.com/watch?v=RzUsRaUba-A,59.5,20,videos,16
141,2026-02-12,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 12th Feb 2026,zlsWTr-q1d8,https://www.youtube.com/watch?v=zlsWTr-q1d8,45.1,84,streams,125
142,2026-02-11,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi 11th Feb 2026,9wbA_9jwC9I,https://www.youtube.com/watch?v=9wbA_9jwC9I,46.6,66,streams,126
143,2026-02-09,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day14-9th Feb2026,b4EYQfg3Vgs,https://www.youtube.com/watch?v=b4EYQfg3Vgs,50.4,89,streams,127
144,2026-02-06,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day14 -6th Feb 26,1ccV6LR12Fs,https://www.youtube.com/watch?v=1ccV6LR12Fs,49.5,71,streams,128
145,2026-02-04,Sumadhwavijaya (Marathi),SuMadhwavijaya Marathi Day13-4th Feb2026,5UpotJxmYdg,https://www.youtube.com/watch?v=5UpotJxmYdg,45.9,57,streams,129
146,2026-02-02,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day12- 2nd Feb 2026,9Sc1eqf9kjM,https://www.youtube.com/watch?v=9Sc1eqf9kjM,41.0,62,streams,130
147,2026-02-01,Satyadhyana/Satyagnana Teertha Charitra,SriSatyagnanateertha Charitra MahimaMarathi -1st Feb mangala,sV21hTytu0w,https://www.youtube.com/watch?v=sV21hTytu0w,86.2,189,streams,131
148,2026-01-31,Satyadhyana/Satyagnana Teertha Charitra,SriSriSatyaGnanateertha Charitra Mahima in Marathi 31st Jan 2026,UnFM6QRh7Hc,https://www.youtube.com/watch?v=UnFM6QRh7Hc,81.4,215,streams,132
149,2026-01-30,Sumadhwavijaya (Marathi),Sumdhwavijaya Marathi Sarga2-Day11-30Jan2026,O9KOVBKgQjE,https://www.youtube.com/watch?v=O9KOVBKgQjE,49.9,41,streams,133
150,2026-01-28,Sumadhwavijaya (Marathi),SuMadhwavijaya Day11-28th Jan 2026,TOum1wbnRq0,https://www.youtube.com/watch?v=TOum1wbnRq0,56.9,78,streams,134
151,2026-01-27,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi Day10-27th Jan 2026,-PNbzm29ARY,https://www.youtube.com/watch?v=-PNbzm29ARY,51.2,55,streams,135
152,2026-01-25,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi day9-25th Jan 2026,qxpwM-idOVA,https://www.youtube.com/watch?v=qxpwM-idOVA,67.3,97,streams,136
153,2026-01-25,Bhagavata Saroddhara,Day 86 Bhagavata Saroddhara -25/Jan/2026 - देशप्रशंसाप्रकरणम् - 187-189-by Sri Vijayananda,_i6bGauW4HE,https://www.youtube.com/watch?v=_i6bGauW4HE,57.2,12,videos,17
154,2026-01-24,Sumadhwavijaya (Marathi),Sumadhwavijaya Day7- 24th Jan 2026,HoN97YzfSUc,https://www.youtube.com/watch?v=HoN97YzfSUc,68.1,60,streams,137
155,2026-01-21,Sumadhwavijaya (Marathi),SuMadhwavijaya Day7-21st Jan 2026,6Untz9cCGvM,https://www.youtube.com/watch?v=6Untz9cCGvM,43.6,117,streams,138
156,2026-01-19,Sumadhwavijaya (Marathi),Sumadhwavijaya marathi Day6-19th Jan26,hn0-Np6atXE,https://www.youtube.com/watch?v=hn0-Np6atXE,41.9,64,streams,139
157,2026-01-18,Bhagavata Saroddhara,Day 85 Bhagavata Saroddhara -18/Jan/2026 - निवृत्तकर्मकरण+देशप्रशंसा 184-186-by Sri Vijayananda,ecvvjW09iPA,https://www.youtube.com/watch?v=ecvvjW09iPA,55.1,3,videos,18
158,2026-01-16,Sumadhwavijaya (Marathi),Sumadhwavijaya Day5 16th Jan 26,pf_M-AEN99E,https://www.youtube.com/watch?v=pf_M-AEN99E,42.6,148,streams,140
159,2026-01-15,Sumadhwavijaya (Marathi),Sumadhwavijay-Marathi-Day4-15thJan26,555zFWs6GGA,https://www.youtube.com/watch?v=555zFWs6GGA,39.5,68,streams,141
160,2026-01-14,Sumadhwavijaya (Marathi),Sumadhwavijaya Day 3 -14th Jan26,zUgmj0vKSw8,https://www.youtube.com/watch?v=zUgmj0vKSw8,46.2,82,streams,142
161,2026-01-12,Sumadhwavijaya (Marathi),Sumadhwavijaya Marathi-day2-12thJan26,O0Ghctl1VMA,https://www.youtube.com/watch?v=O0Ghctl1VMA,46.4,194,streams,143
162,2026-01-11,Sumadhwavijaya (Marathi),Sumadhawavijaya Marathi Day1-11th Jan26,dPThhZyeH2I,https://www.youtube.com/watch?v=dPThhZyeH2I,64.8,352,streams,144
