list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
28,2026-07-25,Bhagavata Saroddhara,Day 102 Bhagavata Saroddhara -25/Jul/2026 - अध्यात्मप्रकरण - 227-229--by Sri Vijayananda,EqclQ17Hlzs,https://www.youtube.com/watch?v=EqclQ17Hlzs,61.0,38,videos,1
30,2026-07-18,Bhagavata Saroddhara,Day 101 Bhagavata Saroddhara -18/Jul/2026 - अध्यात्मप्रकरण - 223--by Sri Vijayananda,2FXTqqT2lTQ,https://www.youtube.com/watch?v=2FXTqqT2lTQ,55.2,15,videos,2
36,2026-07-11,Bhagavata Saroddhara,Day 100 Bhagavata Saroddhara -11/Jul/2026 - अध्यात्मप्रकरण - 222--by Sri Vijayananda,6T-eZ3O-7Nc,https://www.youtube.com/watch?v=6T-eZ3O-7Nc,51.5,22,videos,3
44,2026-07-04,Bhagavata Saroddhara,Day 99 Bhagavata Saroddhara -04/Jul/2026 - बिम्बोपासकगुरुप्राप्ति - 221--by Sri Vijayananda,GbPhQG37bjg,https://www.youtube.com/watch?v=GbPhQG37bjg,43.8,28,videos,4
45,2026-06-28,Bhagavata Saroddhara,Day 98 Bhagavata Saroddhara -28/Jun/2026 - बिम्बोपासकगुरुप्राप्ति - 219--by Sri Vijayananda,ujVc2BpN2YM,https://www.youtube.com/watch?v=ujVc2BpN2YM,65.5,16,videos,5
46,2026-06-20,Bhagavata Saroddhara,Day 97 Bhagavata Saroddhara -20/Jun/2026 - बिम्बोपासकगुरुप्राप्ति - 217--by Sri Vijayananda,-SBeOJ0dZvY,https://www.youtube.com/watch?v=-SBeOJ0dZvY,57.3,7,videos,6
47,2026-06-16,Bhagavata Saroddhara,Day 96 Bhagavata Saroddhara -16/Jun/2026 - बिम्बोपासकगुरुप्राप्ति - 215--by Sri Vijayananda,vwGJyDWD6s4,https://www.youtube.com/watch?v=vwGJyDWD6s4,57.7,9,videos,7
48,2026-06-09,Bhagavata Saroddhara,Day 95 Bhagavata Saroddhara -09/Jun/2026 - बिम्बोपासकगुरुप्राप्ति - 212-by Sri Vijayananda,8HNlaG9xgSg,https://www.youtube.com/watch?v=8HNlaG9xgSg,57.7,6,videos,8
82,2026-04-25,Bhagavata Saroddhara,Day 94 Bhagavata Saroddhara -25/Apr/2026 - बिम्बोपासकगुरुप्राप्ति - 210-211-by Sri Vijayananda,XKxw1zmQvck,https://www.youtube.com/watch?v=XKxw1zmQvck,56.5,38,videos,9
83,2026-04-18,Bhagavata Saroddhara,Day 93 Bhagavata Saroddhara -18/Apr/2026 - बिम्बोपासकगुरुप्राप्ति - 209-by Sri Vijayananda,BwNHv5MNxTI,https://www.youtube.com/watch?v=BwNHv5MNxTI,61.5,19,videos,10
84,2026-04-11,Bhagavata Saroddhara,Day 92 Bhagavata Saroddhara -11/Apr/2026 - ध्यानप्रकरण - 204-208-by Sri Vijayananda,V7vb6ja5MIk,https://www.youtube.com/watch?v=V7vb6ja5MIk,60.4,16,videos,11
106,2026-04-04,Bhagavata Saroddhara,Day 91 Bhagavata Saroddhara -04/Apr/2026 - ध्यानप्रकरण - 202-204-by Sri Vijayananda,6AJTYdISC80,https://www.youtube.com/watch?v=6AJTYdISC80,48.5,13,videos,12
117,2026-03-21,Bhagavata Saroddhara,Day 90 Bhagavata Saroddhara -21/Mar/2026 - ध्यानप्रकरण - 200-201-by Sri Vijayananda,r4YTKQT4qHQ,https://www.youtube.com/watch?v=r4YTKQT4qHQ,56.3,21,videos,13
134,2026-02-28,Bhagavata Saroddhara,Day 89 Bhagavata Saroddhara -28/Feb/2026 - ध्यानप्रकरण - 200-by Sri Vijayananda,07bG8qC_9Z8,https://www.youtube.com/watch?v=07bG8qC_9Z8,64.3,18,videos,14
138,2026-02-21,Bhagavata Saroddhara,Day 88 Bhagavata Saroddhara -21/Feb/2026 - देहप्रशंसाप्रकरणम् - 193-195-by Sri Vijayananda,ii0QjNPGLVE,https://www.youtube.com/watch?v=ii0QjNPGLVE,62.5,31,videos,15
140,2026-02-14,Bhagavata Saroddhara,Day 87 Bhagavata Saroddhara -14/Feb/2026 - कालप्रशंसाप्रकरणम् - 191-192-by Sri Vijayananda,RzUsRaUba-A,https://www.youtube.com/watch?v=RzUsRaUba-A,59.5,20,videos,16
153,2026-01-25,Bhagavata Saroddhara,Day 86 Bhagavata Saroddhara -25/Jan/2026 - देशप्रशंसाप्रकरणम् - 187-189-by Sri Vijayananda,_i6bGauW4HE,https://www.youtube.com/watch?v=_i6bGauW4HE,57.2,12,videos,17
157,2026-01-18,Bhagavata Saroddhara,Day 85 Bhagavata Saroddhara -18/Jan/2026 - निवृत्तकर्मकरण+देशप्रशंसा 184-186-by Sri Vijayananda,ecvvjW09iPA,https://www.youtube.com/watch?v=ecvvjW09iPA,55.1,3,videos,18
163,2025-12-27,Bhagavata Saroddhara,Day 84 Bhagavata Saroddhara -27/Dec/2025 - निवृत्तकर्मकरणप्रकरणं- 180-183-by Sri Vijayananda,yGPK9cD0DGk,https://www.youtube.com/watch?v=yGPK9cD0DGk,58.4,8,videos,19
165,2025-12-06,Bhagavata Saroddhara,Day 83 Bhagavata Saroddhara -06/Dec/2025 - निवृत्तकर्मकरणप्रकरणं- 178-179-by Sri Vijayananda,mqry44WMhlk,https://www.youtube.com/watch?v=mqry44WMhlk,48.5,26,videos,20
166,2025-11-29,Bhagavata Saroddhara,Day 82 Bhagavata Saroddhara -29/Nov/2025 - प्रवृत्तकर्मत्याग- 177-by Sri Vijayananda,mtu4HmP-xfw,https://www.youtube.com/watch?v=mtu4HmP-xfw,47.9,16,videos,21
167,2025-11-22,Bhagavata Saroddhara,Day 81- Bhagavata Saroddhara -22/Nov/2025 - प्रवृत्तकर्मत्याग- 174-176- by Sri Vijayananda,S5H6cQt21GE,https://www.youtube.com/watch?v=S5H6cQt21GE,60.2,18,videos,22
169,2025-11-01,Bhagavata Saroddhara,Day 79- Bhagavata Saroddhara -1st Nov 2025 - ब्रह्मोपदेशप्रकरण- 169-171- by Sri Vijayananda,DqaUXSSdLKY,https://www.youtube.com/watch?v=DqaUXSSdLKY,61.2,22,videos,23
170,2025-11-15,Bhagavata Saroddhara,Day 80- Bhagavata Saroddhara -15/Nov/2025 - प्रवृत्तकर्मत्याग- 172-173- by Sri Vijayananda,kmWF1GX3sKE,https://www.youtube.com/watch?v=kmWF1GX3sKE,50.2,23,videos,24
189,2025-06-28,Bhagavata Saroddhara,Day 78- Bhagavata Saroddhara -28th June 2025 - ब्रह्मोपदेशप्रकरण- 168-2- by Sri Vijayananda,bWwpkOd-Ulk,https://www.youtube.com/watch?v=bWwpkOd-Ulk,48.9,50,videos,25
190,2025-06-14,Bhagavata Saroddhara,Day 77- Bhagavata Saroddhara -14th June 2025 - ब्रह्मोपदेशप्रकरण- 168-1- by Sri Vijayananda,PQAqZE-Ppxc,https://www.youtube.com/watch?v=PQAqZE-Ppxc,60.0,34,videos,26
191,2025-06-08,Bhagavata Saroddhara,Day 76- Bhagavata Saroddhara -8th June 2025 - ब्रह्मोपदेशप्रकरण- 167- by Sri Vijayananda,1ZizrKd1PKM,https://www.youtube.com/watch?v=1ZizrKd1PKM,63.0,49,videos,27
192,2025-05-31,Bhagavata Saroddhara,Day 75- Bhagavata Saroddhara -31st May 2025 - ब्रह्मोपदेशप्रकरण- 166- by Sri Vijayananda,lm4ls5bOl08,https://www.youtube.com/watch?v=lm4ls5bOl08,54.5,61,videos,28
193,2025-05-18,Bhagavata Saroddhara,Day 74- Bhagavata Saroddhara -18th May 2025 - ब्रह्मोपदेशप्रकरण- 164-165- by Sri Vijayananda,EL31KXsNUVE,https://www.youtube.com/watch?v=EL31KXsNUVE,41.7,39,videos,29
194,2025-04-27,Bhagavata Saroddhara,Day 73- Bhagavata Saroddhara -27th April 2025 - ब्रह्मोपदेशप्रकरण- 163- by Sri Vijayananda,MERqr3CjqRY,https://www.youtube.com/watch?v=MERqr3CjqRY,59.2,35,videos,30
195,2025-04-05,Bhagavata Saroddhara,Day 73- Bhagavata Saroddhara - 5th April 2025 - ब्रह्मोपदेशप्रकरण- 163- by Sri Vijayananda,Y2bSnmLPsgk,https://www.youtube.com/watch?v=Y2bSnmLPsgk,64.1,22,videos,31
198,2025-03-29,Bhagavata Saroddhara,Day 72- Bhagavata Saroddhara - 29th March 2025 - ब्रह्मोपदेशप्रकरण- 162- by Sri Vijayananda,cXmcxtMgWY4,https://www.youtube.com/watch?v=cXmcxtMgWY4,57.0,34,videos,32
202,2025-03-08,Bhagavata Saroddhara,Day 71- Bhagavata Saroddhara - 8th March 2025 - ब्रह्मोपदेशप्रकरण- 160-161 by Sri Vijayananda,IgmO1zIXzjs,https://www.youtube.com/watch?v=IgmO1zIXzjs,59.2,17,videos,33
204,2025-02-22,Bhagavata Saroddhara,Day 69- Bhagavata Saroddhara - 22nd Feb 2025 - ब्रह्मोपदेशप्रकरण- 158-2-by Sri Vijayananda,8m2z2uzIpWg,https://www.youtube.com/watch?v=8m2z2uzIpWg,54.9,23,videos,34
205,2025-03-01,Bhagavata Saroddhara,Day 70- Bhagavata Saroddhara - 1st March 2025 - ब्रह्मोपदेशप्रकरण- 159-1-by Sri Vijayananda,GaLjhN-Vj2w,https://www.youtube.com/watch?v=GaLjhN-Vj2w,48.1,21,videos,35
217,2024-02-15,Bhagavata Saroddhara,Day 68- Bhagavata Saroddhara -15th Feb 2024 - ब्रह्मोपदेशप्रकरण- 158-1- by Sri Vijayananda,WeHc82KzM_c,https://www.youtube.com/watch?v=WeHc82KzM_c,54.3,23,videos,36
218,2024-12-28,Bhagavata Saroddhara,Day 67- Bhagavata Saroddhara -28th Dec 2024 - ब्रह्मोपदेशप्रकरण- 157- by Sri Vijayananda,YFjnKVnS2oE,https://www.youtube.com/watch?v=YFjnKVnS2oE,56.7,30,videos,37
219,2025-01-25,Bhagavata Saroddhara,Day 66- Bhagavata Saroddhara -25th Jan 2025 - ब्रह्मोपदेशप्रकरण- 154-156- by Sri Vijayananda,sjRSFcOZANg,https://www.youtube.com/watch?v=sjRSFcOZANg,59.5,13,videos,38
220,2024-12-28,Bhagavata Saroddhara,Day 65- Bhagavata Saroddhara -28th Dec 2024 - ब्रह्मोपदेशप्रकरण- 152-153- by Sri Vijayananda,Rx9O7kUOE1s,https://www.youtube.com/watch?v=Rx9O7kUOE1s,47.9,66,videos,39
221,2024-12-07,Bhagavata Saroddhara,Day 64- Bhagavata Saroddhara -7th Dec 2024 - ब्रह्मोपदेशप्रकरण- 150-151- by Sri Vijayananda,LC4tkuF3Ioo,https://www.youtube.com/watch?v=LC4tkuF3Ioo,56.3,38,videos,40
222,2024-11,Bhagavata Saroddhara,Day 63- Bhagavata Saroddhara -3oth Nov 2024 - ब्रह्मोपदेशप्रकरण- 149- by Sri Vijayananda,77VSTz4yAc0,https://www.youtube.com/watch?v=77VSTz4yAc0,59.1,41,videos,41
